message_content,message_category
"

How is a scriptural Levitical priesthood resumed?  Are there any Jews who 
can legitimately prove their Levite bloodline?",soc.religion.christian
": Concerning the proposed newsgroup split, I personally am not in favor of
: doing this.  I learn an awful lot about all aspects of graphics by reading
: this group, from code to hardware to algorithms.  I just think making 5
: different groups out of this is a wate, and will only result in a few posts
: a week per group.  I kind of like the convenience of having one big forum
: for discussing all aspects of graphics.  Anyone else feel this way?
: Just curious.


: Daemon

What he said...

-- ",comp.graphics
"

There is a certain truth to this statement. Only I would use the word
""medicine"" instead of drug.  With regard to the condition of the human
soul, Christianity is first and foremost a healing medicine.  It also
strengthens and enables one, as healing takes hold, to grow in new
strength and health to live and be and to do that for which God created 
us.


Christ's medicine, rightly allowed to work, brings one nearer to
reality and offers the clarity of understanding and the strength
of spirit with which to meet it in a healthy human way.


(small spelling correction added)",soc.religion.christian
"Hi netters,

	I am currently doing some investigations on ""Developable Surface"".
Can anyone familiar with this topic give me some information or sources
which can allow me to find some infomation of developable surface?
	Thanks for your help!",comp.graphics
"
Off the top of my head, I might try:

Given: p_1, p_2, p_3, p_4

Find:  p_c (center of sphere determined by p_1, ..., p_4), 
       dist(p_c, p_i) (radius)

p_c is the same distance from our four points, so
dist(p_c,p_1) = dist(p_c,p_2) = dist(p_c,p_3) = dist(p_c,p_4) 

Of course, we can square the whole thing to get rid of square roots:
distsq(p_c,p_1) = distsq(p_c,p_2) = distsq(p_c,p_3) = distsq(p_c,p_4) 

Plug in the variables into the distance formula, simplify, and the 
x^2_c, y^2_c, and z^2_c terms cancel out, leaving you with three 
linearly independent equations and three unknowns (x_c, y_c, z_c).  
Solve using your favorite method.  :)


All the best,

- John :)

-------------------------------------------------------------------------------
Dr. John S. Eickemeyer                 ::     ""The Lord God is subtle,
Information Technology Institute      ::::     but malicious He is not.""
National Computer Board, Singapore     ::
Email: johne@iti.gov.sg                ::                     - Albert Einstein",comp.graphics
"

And some comments, with some players deleted.


Yep, that Kevin Mitchell.  I never would have expected him in the
#1 spot.

It's no accident that the first two names are 1988 only.  As with first
and second base, 1988 was the year of the glove.  Average DA was 20 points
higher in both leagues than any other year.

Looks good.  Too bad he's moving to short.

Highest five-year regular, though he's only had one year as good as Kevin
Mitchell :->.

The other elite fielders in the league.

This is an interesting line.  His 1988 figure was slightly below average.
His 1990 was pathetic, and his 1991 was the next best year by anybody.  Part of
that may be his mobility.  1988 was with the Yankees.  1990 was with the
Padres, who appear to have a rotten infield.  1991 was with the Twins, and
judging by Leius and Gaetti, the Metrodome may be a good place to play
third.

Add another to the elite fielders list.

Too fielders whose career average may overstate their value.  I don't know
what happened to Caminiti -- judging by the three previous years, his low
1992 may be a fluke.  Sabo is merely average, however.  His incredible 1988
(best year ever) brings his average up a lot.

Strange last two years.

According to reputation, one of the best fielders ever at third base.
But at the end, he was below average.  (Average in 1988 was .643).

Boggs has been pretty good.  I don't know what happened in 1990, but every
other year he has been above average, usually by quite a bit.

Last year -- a fluke or a portent?

Why is it that the two leagues usually have defensive averages very close
to one another, but very different from year to year?  Any ideas?

Brook  is declining.

Three first-time regulars, above average in 1992.  I'm not sure why Jefferies
gets all the grief about his fielding.  He's never had a good year, but while
at second he improved to become an average fielder, and is an average fielder
at third.

Zeile, on the other hand, is a below average fielder.  Each year he's about
10 points below average.  And it's probably not just the park, since Terry
Pendleton had excellent DAs in the three years before this.

Moving back to second was a good idea.

So why is Hayes supposed to be good defensively?  He's had a grand total
of one year above the league DA, and was pretty bad last year.

Howard Johnson and Carney Lansford -- separated at birth.  To his credit,
HoJo did have one above average year (1990).  Lansford couldn't even break
the .600 mark without the help of the year of the glove.

Good hitter, but his fielding needs work.

Not a good fielder.

Both are better off at shortstop.

Two consecutive horrible years for Leo.  Camden Yards doesn't seem to
have helped his fielding any.  

Texas slugger debuts with not only the lowest career DA, but the lowest
DA at third ever.  Congratulations, Dean.
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Grad Student At Large",rec.sport.baseball
"

I agree we need sleep & etc, but I disagree we are _just_ animals.   
That statement is a categorical negative; it's like saying there are  
_no_ polkadoted elephants.  It may be true but one would have to be  
omniscient to know for sure.
",soc.religion.christian
"Desiree Bradley (Desiree_Bradley@mindlink.bc.ca) asked us whether we
should think of the Serbs as doing God's work in Bosnia.  I've
refrained from posting, in hope that someone who is more familiar with
the OT than I would answer.  But at this point I feel I have to say
something.

Many things about this posting bother me.  I know of not the slightest
suggestion in the NT that Christians should use force to propagate the
Gospel, and the idea that we should not be concerned about the death
of Moslems violates the heart of the Gospel.  Christ died to break
down these distinctions.  In him there is neither Jew nor Greek, there
is neither slave nor free, there is neither male nor female.  If
Moslems do not know him, we may preach to them, but we don't kill
them.  Furthermore, the attack is between states, not religions.
There are Christians being attacked as well.  One of the towns under
attack is one of the few places where Christians and Moslems are
living together peacefully.

The precedents being suggested are from the OT.  There are in fact two
different things being alluded to.  The first is from the entry into
Canaan.  For that to be a parallel, we would need for God to have
promised this land through a prophet.  And we would need the war to be
a holy war.  There were tight constraints on behavior in those
attacks.  Any violations were likely to cause the Israelites to be
defeated.  Rape would not have been tolerated.  While the accounts in
Joshua emphasize towns that were totally destroyed, note that it was
possible for a town to make peace with the Israelites, and that once
that was done -- even when deception was involved -- they were
expected to honor it.  In contrast, there have been many violations of
agreement in this incident. I see no evidence that God has granted
Bosnia to the Serbs as a promised land, and if he had, their behavior
would have disqualified this from being a holy war.

The other OT parallel is from later, when Israel was defeated by
Assyria and Babylonia.  The prophets saw this as a judgement on Israel
for her sins.  Someone asks whether we shouldn't see this as a
judgement on the Bosnians for their sins.  This sounds like a replay
of the old claim that we shouldn't have doctors or hospitals because
illness is God's judgement.  Yes, even bad things may be used by God
for good.  That includes actions of bad people.  But that doesn't
justify them.  If you read the prophets, you find them very clear that
in attacking Israel, the Assyrians and Babylonians were acting as
*unintentional* agents of God.  Their intent was to attack God's
people, and they would be judged for it.  The fact that they were
actually carrying out God's plan didn't excuse their action.
Furthermore, we shouldn't conclude from this that all attacks are
judgements from God.  God explicitly interpreted that case, through
his prophets.  As far as I know, he did not send any prophets to
Bosnia.  While I find it hard to see any good in the current fighting,
I am sure God will eventually make good come out of bad.  But that
doesn't justify it, and it won't save the people who are doing it from
judgement.",soc.religion.christian
"I had allergy shots for about four years starting as a sophomore in high
school.  Before that, I used to get bloody noses, nighttime asthma attacks,
and eyes so itchy I couldn't get to sleep.  After about 6 months on the
shots, most of those symptoms were gone, and they haven't come back.  I
stopped getting the shots (due more to laziness than planning) in college.
My allergies got a little worse after that, but are still nowhere near as
bad as they used to be.  So yes, the shots do work.
",sci.med
"
I am told that Planned Parenthood/SIECUS-style ""values-free"" methods, that
teach contraceptive technology and advise kids how to make ""choices"",
actually _increase_ pregnancy rates. I posted a long article on this a while
back and will be happy to email a copy to any who are interested.  The
article included sources to contact for information on research verifying
these statements, and an outstanding source for info on acquiring
abstinence-related curricula even in single-copy quantities for home use.

The same research produced the results that abstinence-related curricula
were found to _decrease_ pregnancy rates in teens.  I assume that it is
reasonable to assume that the AIDS rate will fluctuate with the pregnancy
rate.

The difference is not in ""contraceptive technology"" but in the values taught
to the children.  The PP/SIECUS curricula taught the kids that they have
legitimate choices, while the abstinence related curricula taught them that
they did _not_ have _legitimate_ choices other than abstinence.  It is the
values system that is the strongest determinent of the behavior behavior of
these kids.

Despite the better track record of abstinence-related curricula, they are
suppressed in favor of curricula that produce an effect contrary to that
desired.  

Question for further discussion (as they say in the textbooks):  Why don't
we teach ""safe drug use"" to kids, instead of drug abstinence?  Isn't it
because we know that a class in ""how to use drugs safely if you _choose_ to
use drugs"" would increase drug use?  Why isn't ""drug abstinence education""
barred from schools because it teaches ""religion""?  Aren't we abandoning
those children who will use drugs anyway, and need instruction in their safe
use?

",soc.religion.christian
"
'Illumination and Color in Computer Generated Imagery' by Roy Hall contains c
source for several famous illumination models, including Bouknight, Phong,
Blinn, Whitted, and Hall illumination models. If you want an introduction to
shading you might look through the book 'Writing a Raytracer' edited by
Glassner. Also, the book 'Procedural elements for Computer Graphics' by Rogers
is a good reference. Source for code in these book are available on the net i 
believe, you might check out nic.funet.fi or some site closer to you carrying 
graphics related stuff. 

Hope this is what you were asking for.
-- 
Torgeir Veimo

Studying at the University of Bergen

""...I'm gona wave my freak flag high!"" (Jimi Hendrix)",comp.graphics
": 
{much deleted]
: 
: 
: The fact that this happened while eating two sugar coated cereals made
: by Kellog's makes me think she might be having an allergic reaction to
: something in the coating or the cereals.  Of the four of us in our
: immediate family, Kathryn shows the least signs of the hay fever, running
: nose, itchy eyes, etc. but we have a lot of allergies in our family history
: including some weird food allergies - nuts, mushrooms. 
: 

Many of these cereals are corn-based. After your post I looked in the
literature and located two articles that implicated corn (contains
tryptophan) and seizures. The idea is that corn in the diet might
potentiate an already existing or latent seizure disorder, not cause it.
Check to see if the two Kellog cereals are corn based. I'd be interested.",sci.med
"Buck Showalter just can't win. 

Bob Wickman's pitching the game of his life through eight innings (Yanks
lead 6-1), so Buck decides to let the kid try and get his first complete
game. Wickman manages to get two outs, but in between, four funs score,
and all of a sudden it's 6-5, and Wickman just can't get the third out.
So Buck goes to the bullpen, and Farr gets out the first guy he faces.

Last night, Jimmy Key is pitching another in a long string of games of his
life (this guy just keeps getting better!) through eight innings (Yanks
lead 4-0). This time, Buck thinks, ""I don't want a repeat of that
near-fiasco with Wickman, so I'll give my bullpen some work."" Steve Howe,
whose ERA was 54.00 coming into the game, left with it at 81.00. He didn't
do too good. Then Farr comes in. He gives up a two-run homer, and the
Royals win it, 6-5.

What's going on? This is already the third or fourth time this year that
the bullpen has blown a lead. Farr & Howe have done it twice together,
Monteleone's done it once, and I think even Habyan did it once. What's the
deal? We finally have terrific starting pitching, so all of a sudden, our
bullpen turns to shit!

What's Buck gonna do? And what's George gonna do if this continues to happen?",rec.sport.baseball
"
			   ^^^^

Just what are these ""scientific facts""?  I have never heard of such a thing.
Science never proves or disproves any theory - history does.

-Tim

 ______________________________________________________________________________",soc.religion.christian
"I would like to get your opinions on this: when exactly does an engaged
couple become ""married"" in God's eyes?  Some say that if the two have
publically announced their plans to marry, have made their vows to God, and
are unswervingly committed to one another (I realize this is a subjective
qualifier) they are married/joined in God's sight.

Suppose they are unable to get before the altar right at the current time
because of purely logistical reasons beyond their control.  What do you
think about this?

Post or e-mail me with general responses.  If you need clarification as to
what I am asking, please e-mail.

Thanks and God bless!",soc.religion.christian
"Hello, I am looking for commercial software packages for professional
fashion designers.  Any recommendation and pointers are greatly appreciated.
Please e-mail me, if you may.  Thanks a million.  -- Ge
",comp.graphics
"Why did I get sucked into this?


Assuming you're serious, I guess you'd be surprised to hear
that us GUYS don't think so. I would guess that a tiny fraction
of 1% of the folks reading your post agree with it. I kind of
doubt that even you agree with it.

I'm not going to go through your points one at a time, because, 
after all, not many of them have anything at all to do with baseball.

I'm only replying to this because you brought up Pam Postema, the
AAA umpire who sued (is suing?) baseball on the grounds of sex
discrimination because she wasn't promoted to the majors.


I've never seen her ump a game. I have no first hand experience
with her ability as an umpire.

But I have seen her on talk shows. And her point seems to be
that she can call balls and strikes as well as any of the
umpires and she knows the rulebook better than most. It seems
to me that she is missing the point and if that's how she sees
the role of umpires in the game, well I wouldn't promote her
either.

The umpires primary role has nothing to do with calling baserunners
safe or out; hell, Joe Lundy could do that. Their primary function is
to maintain order in the game, keep the game moving, and keep the
players from trying to kill each other. 

Umpires have to be extremely tough people. That disqualifies most
of us, both men and women. And if Ms. Postema thinks that she
deserves to be a major league umpire because of her command of
the rulebook, then I think that disqualifies her as well. Umpires
need to command the game; command of the rulebook is secondary.


",rec.sport.baseball
"Does anyone know where Billy Taylor is?  Richmond or Syracuse?  He was taken
by the Jays in the Rule V draft, but not kept on the roster.  Baseball Weekly
said that he was demoted to Syracuse, but a Toronto paper indicated that
the Braves took him back.  Is there an Atlanta fan, or anyone reading this,
who knows?   ",rec.sport.baseball
"Archive-name: typing-injury-faq/general
Version: $Revision: 4.28 $ $Date: 1993/04/13 04:17:58 $

-------------------------------------------------------------------------------
         Answers To Frequently Asked Questions about Typing Injuries
-------------------------------------------------------------------------------

The Typing Injury FAQ -- sources of information for people with typing
injuries, repetitive stress injuries, carpal tunnel syndrome, etc.

Copyright 1992,1993 by Dan Wallach <dwallach@cs.berkeley.edu>

Many FAQs, including this one, are available on the archive site
pit-manager.mit.edu (alias rtfm.mit.edu) [18.172.1.27] in the directory
pub/usenet/news.answers.  The name under which a FAQ is archived appears
in the Archive-name line at the top of the article.  This FAQ is archived
as typing-injury-faq/general.Z

There's a mail server also.  Just e-mail mail-server@pit-manager.mit.edu
with the word 'help' on a line by itself in the body.

The opinions in here are my own, unless otherwise mentioned, and do not
represent the opinions of any organization or vendor.  I'm not a medical
doctor, so my advice should be taken with many grains of salt.

[Current distribution: sci.med.occupational, sci.med, comp.human-factors,
 {news,sci,comp}.answers, and e-mail to c+health@iubvm.ucs.indiana.edu,
 sorehand@vm.ucsf.edu, and cstg-L@vtvm1.cc.vt.edu]

Changes since previously distributed versions are marked with change        ||
bars to the right of the text, as is this paragraph.                        ||

Table of Contents:
    ==1== Mailing lists, newsgroups, etc.
    ==2== The soda.berkeley.edu archive
    ==3== General info on injuries
    ==4== Typing posture, ergonomics, prevention, treatment
    ==5== Requests for more info
    ==6== References

==1== Mailing lists, newsgroups, etc.

USENET News:
-----------
comp.human-factors occasionally has discussion about alternative input devices.
comp.risks has an occasional posting relevant to injuries via computers.
sci.med and misc.handicap also tend to have relevant traffic.

There's a Brand New newsgroup, sci.med.occupational, chartered specifically
to discuss these things.  This would be the recommended place to post.

Mailing lists:
-------------
The RSI Network: Available both on paper and via e-mail, this publication
    covers issues relevant to those with repetitive stress injuries.  For
    a sample issue and subscription information, send a stamped, self-
    addressed business envelope to Caroline Rose, 970 Paradise Way, Palo
    Alto CA 94306.

    E-mail to <crose@applelink.apple.com>

    $2 donation, requested.

    All RSI Network newsletters are available via anonymous ftp from
    soda.berkeley.edu (see below for details).

c+health and sorehand are both IBM Listserv things.  For those familiar
    with Listserv, here's the quick info:

    c+health -- subscribe to listserv@iubvm.ucs.indiana.edu
		post to c+health@iubvm.ucs.indiana.edu

    sorehand -- subscribe to listserv@vm.ucsf.edu
		post to sorehand@vm.ucsf.edu

Quick tutorial on subscribing to a Listserv:
    % mail listserv@vm.ucsf.edu
    Subject: Total Listserv Mania!

    SUBSCRIBE SOREHAND J. Random Hacker
    INFO ?
    .
That's all there is to it.  You'll get bunches of mail back from the Listserv,
including a list of other possible commands you can mail.  Cool, huh?  What'll
those BITNET people think of, next?

==2== The soda.berkeley.edu archive

I've started an archive site for info related to typing injuries.  Just
anonymous ftp to soda.berkeley.edu:pub/typing-injury.  (128.32.149.19)
Currently, you'll find:

Informative files:
    typing-injury-faq/
        general           -- information about typing injuries
        keyboards         -- products to replace your keyboard
        software          -- software to watch your keyboard usage
	changes		  -- changes since last month's edition (new!)	    ||

    keyboard-commentary   -- Dan's opinions on the keyboard replacements
    amt.advice		  -- about Adverse Mechanical Tension
    caringforwrists.sit.hqx -- PageMaker4 document about your wrists
    caringforwrists.ps	  -- PostScript converted version of above...
    carpal.info           -- info on Carpal Tunnel Syndrome
    carpal.explained	  -- very detailed information about CTS
    carpal.surgery	  -- JAMA article on CTS surgery
    carpal.tidbits	  -- TidBITS article on CTS
    tendonitis.info       -- info on Tendonitis
    rsi.biblio		  -- bibliography of RSI-related publications

    rsi-network/*         -- archive of the RSI Network newsletter
			     (currently, containing issues 1 through 11)    ||
    
    rsi.details		  -- long detailed information about RSI
    rsi.physical	  -- study showing RSI isn't just psychological

    Various product literature:

    apple-press		  -- press release on the Apple Adjustable Keyboard
    apple-tidbits	  -- extensive info about Apple's Adjustable Keybd
    bat-info		  -- MacWeek review on the Bat			    ||
    comfort-*		  -- marketing info on the Comfort Keyboard
    datahand-review	  -- detailed opinions of the DataHand
    datahand-review2	  -- follow-up to above
    datahand-desc	  -- description of the DataHand's appearance
    kinesis-review	  -- one user's personal opinions
    maltron-*		  -- marketing info on various Maltron products
    maltron-review	  -- one user's personal opinions
    vertical-info	  -- marketing info on the Vertical (new!)	    ||

Programs:
    (With the exception of accpak.exe, everything here is distributed as
     source to be compiled with a Unix system.  Some programs take advantage
     of the X window system, also.)

    hsh.shar		  -- a program for one-handed usage of normal keyboards
    typewatch.shar	  -- tells you when to take a break
    xdvorak.c		  -- turns your QWERTY keyboard into Dvorak
    xidle.shar		  -- keeps track of how long you've been typing
    rest-reminder.sh      -- yet another idle watcher
    kt15.tar  		  -- generates fake X keyboard events from the
			     serial port -- use a PC keyboard on anything!
			     (new improved version!)
    accpak.exe		  -- a serial port keyboard spoofer for MS Windows

    (Note: a2x.tar and rk.tar are both from export.lcs.mit.edu:contrib/
     so they may have a more current version than soda.)

    a2x.tar  		  -- a more sophisticated X keyboard/mouse spoofing
			     program.  Supports DragonDictate.
			     (note: a new version is now available)	    ||
    rk.tar  		  -- the reactive keyboard -- predicts what you'll
			     type next -- saves typing

Pictures (in the gifs subdirectory):
    howtosit.gif	  -- picture of good sitting posture
			     (the caringforwrists document is better for this)

    accukey1.gif	  -- fuzzy picture
    accukey2.gif	  -- fuzzy picture with somebody using it
    apple.gif		  -- the Apple Adjustable Keyboard		    ||
    bat.gif               -- the InfoGrip Bat
    comfort.gif           -- the Health Care Comfort Keyboard
    datahand1.gif	  -- fuzzy picture
    datahand2.gif	  -- key layout schematic
    datahand3.gif	  -- a much better picture of the datahand
    flexpro.gif		  -- the Key Tronic FlexPro keyboard		    ||
    kinesis1.gif          -- the Kinesis Ergonomic Keyboard
    kinesis2.gif	  -- multiple views of the Kinesis		    ||
    maltron[1-4].gif      -- several pictures of Maltron products
    mikey1.gif            -- the MIKey
    mikey2.gif            -- Schematic Picture of the MIKey
    tony.gif		  -- The Tony! Ergonomic Keysystem		    ||
    twiddler1.gif	  -- ""front"" view
    twiddler2.gif	  -- ""side"" view
    vertical.gif	  -- the Vertical keyboard			    ||
    wave.gif		  -- the Iocomm `Wave' keyboard

Many files are compressed (have a .Z ending).  If you can't uncompress a file
locally, soda will do it.  Just ask for the file, without the .Z extension.

If you're unable to ftp to soda, send me e-mail and we'll see what we
can arrange.

==3== General info on injuries

First, and foremost of importance: if you experience pain at all, then
you absolutely need to go see a doctor.  As soon as you possibly can.  The
difference of a day or two can mean the difference between a short recovery
and a long, drawn-out ordeal.  GO SEE A DOCTOR.  Now, your garden-variety
doctor may not necessarily be familiar with this sort of injury.  Generally,
any hospital with an occupational therapy clinic will offer specialists in
these kinds of problems.  DON'T WAIT, THOUGH.  GO SEE A DOCTOR.

The remainder of this information is paraphrased, without permission, from
a wonderful report by New Zealand's Department of Labour (Occupational
Safety and Health Service): ""Occupational Overuse Syndrome. Treatment and
Rehabilitation: A Practitioner's Guide"".

First, a glossary (or, fancy names for how you shouldn't have your hands):
(note: you're likely to hear these terms from doctors and keyboard vendors :)

  RSI: Repetitive Strain Injury - a general term for many kinds of injuries
  OOS: Occupational Overuse Syndrome -- synonym for RSI
  CTD: Cumulative Trauma Disorder -- another synonym for RSI
  WRULD: Work-Related Upper Limb Disorders -- yet another synonym for RSI
  CTS: Carpal Tunnel Syndrome (see below)
  Hyperextension:  Marked bending at a joint.
  Pronation: Turning the palm down.
  Wrist extension: Bending the wrist up.
  Supination: Turning the palm up.
  Wrist flexion: Bending the wrist down.
  Pinch grip: The grip used for a pencil.
  Ulnar deviation: Bending the wrist towards the little finger.
  Power grip: The grip used for a hammer.
  Radial Deviation: Bending the wrist toward the thumb.
  Abduction: Moving away from the body.
  Overspanning: Opening the fingers out wide.

Now then, problems come in two main types: Local conditions and diffuse
conditions.  Local problems are what you'd expect: specific muscles,
tendons, tendon sheaths, nerves, etc. being inflamed or otherwise hurt.
Diffuse conditions, often mistaken for local problems, can involve muscle
discomfort, pain, burning and/or tingling; with identifiable areas of
tenderness in muscles, although they're not necessarily ""the problem.""

--- Why does Occupational Overuse Syndrome occur?  Here's the theory.

Normally, your muscles and tendons get blood through capillaries which
pass among the muscle fibers.  When you tense a muscle, you restrict
the blood flow.  By the time you're exerting 50% of your full power,
you're completely restricting your blood flow.

Without fresh blood, your muscles use stored energy until they run out,
then they switch to anaerobic (without oxygen) metabolism, which generates
nasty by-products like lactic acid, which cause pain.

Once one muscle hurts, all its neighbors tense up, perhaps to relieve the
load.  This makes sense for your normal sort of injury, but it only makes
things worse with repetitive motion.  More tension means less blood flow,
and the cycle continues.

Another by-product of the lack of blood flow is tingling and numbness from
your nerves.  They need blood too.

Anyway, when you're typing too much, you're never really giving a change
for the blood to get back where it belongs, because your muscles never
relax enough to let the blood through.  Stress, poor posture, and poor
ergonomics, only make things worse.

--- Specific injuries you may have heard of:

(note: most injuries come in two flavors: acute and chronic.  Acute
injuries are severely painful and noticable.  Chronic conditions have
less pronounced symptoms but are every bit as real.)

Tenosynovitis -- an inflamation of the tendon sheath.  Chronic tenosynovitis
occurs when the repetitive activity is mild or intermittent: not enough to
cause acute inflamation, but enough to exceed the tendon sheath's ability
to lubricate the tendon.  As a result, the tendon sheath thickens, gets
inflamed, and you've got your problem.

Tendonitis -- an inflammation of a tendon.  Repeated tensing of a tendon
can cause inflamation.  Eventually, the fibers of the tendon start separating,
and can even break, leaving behind debris which induces more friction, more
swelling, and more pain.  ""Sub-acute"" tendonitis is more common, which entails
a dull ache over the wrist and forearm, some tenderness, and it gets worse
with repetitive activity.

Carpal Tunnel Syndrome -- the nerves that run through your wrist into your
fingers get trapped by the inflamed muscles around them.  Symptoms include
feeling ""pins and needles"", tingling, numbness, and even loss of sensation.
CTS is often confused for a diffuse condition.

Adverse Mechanical Tension -- also known as 'neural tension', this is where
the nerves running down to your arm have become contracted and possibly
compressed as a result of muscle spasms in the shoulders and elsewhere.
AMT can often misdiagnosed as or associated with one of the other OOS 
disorders.  It is largely reversible and can be treated with physiotherapy 
(brachial plexus stretches and trigger point therapy).

Others: for just about every part of your body, there's a fancy name for
a way to injure it.  By now, you should be getting an idea of how OOS
conditions occur and why.  Just be careful: many inexperienced doctors
misdiagnose problems as Carpal Tunnel Syndrome, when in reality, you
may have a completely different problem.  Always get a second opinion
before somebody does something drastic to you (like surgery).

==4== Typing posture, ergonomics, prevention, treatment

The most important element of both prevention and recovery is to reduce
tension in the muscles and tendons.  This requires learning how to relax.
If you're under a load of stress, this is doubly important.  Tune out
the world and breath deep and regular.  Relaxing should become a guiding
principle in your work: every three minutes take a three second break.
EVERY THREE MINUTES, TAKE A THREE SECOND BREAK.  Really, do it every
three minutes.  It's also helpful to work in comfortable surroundings,
calm down, and relax.

If you can't sleep, you really need to focus on this.  Rest, sleep, and
relaxation are really a big deal.

There are all kinds of other treatments, of course.  Drugs can reduce
inflamation and pain.  Custom-molded splints can forcefully prevent bad
posture.  Surgery can fix some problems.  Exercise can help strengthen
your muscles.  Regular stretching can help prevent injury.  Good posture
and a good ergonomic workspace promote reduced tension.  Ice or hot-cold
contrast baths also reduce swelling.  Only your doctor can say what's best
for you.

--- Posture -- here are some basic guidelines.  [I so liked the way this was
written in the New Zealand book that I'm lifting it almost verbatim from
Appendix 10. -- dwallach]

. Let your shoulders relax.
. Let your elbows swing free.
. Keep your wrists straight.
. Pull your chin in to look down - don't flop your head forward.
. Keep the hollow in the base of your spine.
. Try leaning back in the chair.
. Don't slouch or slump forward.
. Alter your posture from time to time.
. Every 20 minutes, get up and bend your spine backward.

Set the seat height, first.  Your feet should be flat on the floor.  There 
should be no undue pressure on the underside of your thighs near the knees,
and your thighs should not slope too much.

Now, draw yourself up to your desk and see that its height is comfortable
to work at.  If you are short, this may be impossible.  The beest remedy
is to raise the seat height and prevent your legs from dangling by using a
footrest.

Now, adjust the backrest height so that your buttocks fit into the space
between the backrest and the seat pan.  The backrest should support you in
the hollow of your back, so adjust its tilt to give firm support in this
area.

If you operate a keyboard, you will be able to spend more time leaning
back, so experiment with a chair with a taller backrest, if available.

[Now, I diverge a little from the text]

A good chair makes a big difference.  If you don't like your chair, go
find a better one.  You really want adjustments for height, back angle,
back height, and maybe even seat tilt.  Most arm rests seem to get in
the way, although some more expensive chairs have height adjustable arm
rests which you can also rotate out of the way.  You should find a good
store and play with all these chairs -- pick one that's right for you.
In the San Francisco Bay Area, I highly recommend ""Just Chairs.""  The
name says it all.

--- Keyboard drawers, wrist pads, and keyboard replacements:

There is a fair amount of controvery on how to get this right.  For some
people, wrist pads seem to work wonders.  However, with good posture, you
shouldn't be resting your wrists on anything -- you would prefer your
keyboard to be ""right there"".  If you drop your arms at your side and then
lift your hands up at the elbow, you want your keyboard under your hands
when your elbows are at about 90 degrees.  Of course, you want to avoid
pronation, wrist extension, and ulnar deviation at all costs.  Wrist pads
may or may not help at this.  You should get somebody else to come and
look at how you work: how you sit, how you type, and how you relax.  It's
often easier for somebody else to notice your hunched shoulders or
deviated hands.

Some argue that the normal, flat keyboard is antiquated and poorly
designed.  A number of replacements are available, on the market, today.
Check out the accompanying typing-injury-faq/keyboards for much detail.

==5== Requests for more info

Clearly, the above information is incomplete.  The typing-injury archive
is incomplete.  There's always more information out there.  If you'd like
to submit something, please send me mail, and I'll gladly throw it in.

If you'd like to maintain a list of products or vendors, that would be
wonderful!  I'd love somebody to make a list of chair/desk vendors.  I'd
love somebody to make a list of doctors.  I'd love somebody to edit the
above sections, looking for places where I've obviously goofed.

==6== References

I completely rewrote the information section here, using a wonderful
guide produced in New Zealand by their Occupational Safety & Health
Service, a service of their Department of Labour.  Special thanks
to the authors: Wigley, Turner, Blake, Darby, McInnes, and Harding.

Semi-bibliographic reference:
    . Occupational Overuse Syndrome
    . Treatment and Rehabilitation:
      A Practitioner's Guide
    
    Published by the Occupational Safety and Health Service
    Department of Labour
    Wellington,
    New Zealand.

    First Edition: June 1992
    ISBN 0-477-3499-3

    Price: $9.95 (New Zealand $'s, of course)

Thanks to Richard Donkin <richardd@hoskyns.co.uk> for reviewing this posting.
",sci.med
"I heard that Eli is selling the team to a group in Cinninati. This would
help so that the O's could make some real free agent signings in the 
offseason. Training Camp reports that everything is pretty positive right
now. The backup catcher postion will be a showdown between Tackett and Parent
although I would prefer Parent. #1 Draft Pick Jeff Hammonds may be coming
up faster in the O's hierarchy of the minors faster than expected. Mike
Flanagan is trying for another comeback. Big Ben is being defended by
coaches saying that while the homers given up were an awful lot, most came
in the beginning of the season and he really improved the second half. This
may be Ben's year. 
	I feel that while this may not be Mussina's Cy Young year, he will
be able to pitch the entire season without periods of fatigue like last year
around August. I really hope Baines can provide the RF support the O's need.
Orsulak was decent but I had hoped that Chito Martinez could learn defense
better and play like he did in '91. The O's right now don't have many
left-handed hitters. Anderson proving last year was no fluke and Cal's return
to his averages would be big plusses in a drive for the pennant. The 
rotation should be Sutcliffe, Mussina, McDonald, Rhodes, ?????. Olson is an
interesting case. Will he strike out the side or load the bases and then get
three pop outs? You never know.
The way I see the AL East this year (with personal biases mixed in)
Baltimore
New York
Toronto
Milwaukee
Cleveland
Boston
Detroit
(The top 4 are the only true contenders in my mind. One of these 4 will
definitely win the division unless it snows in Hell/Maryland :). I feel
that this Baltimore's season to finally put everything together.)
__________________________________________________________________________
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
 
",rec.sport.baseball
"A relative of mine has recently been diagnosed with ""stage 3 papillary cell
ovarian cancer"".  We are urgently seeking the best place in the country for
treatment for this.

Does anyone have any suggestions?

As you might suspect, time is of the essence.",sci.med
