bruises,cap-color,cap-radius,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-radius,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-height,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,veil-type
f,n,2.302505909,k,y,p,f,b,n,c,d,f,v,o,10.3118206,e,w,w,p,16.58468344,,t,k,s,w,p
f,e,10.9541216,k,y,p,f,b,n,c,p,f,v,o,11.89082053,e,w,p,w,10.15842292,,t,s,s,w,p
f,n,7.230814819,f,s,e,a,y,b,c,l,n,c,o,8.669537736,p,b,o,o,12.97107377,,e,s,s,n,p
f,e,10.6341613,k,y,p,f,b,n,c,l,f,v,o,5.681690348,e,w,p,w,16.26935421,,t,k,k,w,p
f,n,3.569805394,k,y,p,f,b,n,c,d,y,v,o,3.987510703,e,w,w,w,17.83189527,,t,k,k,w,p
f,n,11.40764983,k,y,p,f,b,n,c,d,y,v,o,2.951737066,e,w,p,p,15.95100354,,t,k,k,w,p
f,n,13.04676452,f,y,p,f,b,n,c,p,s,v,o,12.46117324,e,w,w,w,9.763230847,,t,s,k,w,p
f,e,10.54936657,k,s,p,f,b,n,c,p,f,v,o,4.022049862,e,w,p,p,9.118801038,,t,k,k,w,p
f,e,3.322052684,k,y,p,f,b,n,c,l,s,v,o,12.8760612,e,w,p,p,18.91477972,,t,k,k,w,p
f,n,3.569551009,x,s,e,a,n,b,c,l,n,c,o,11.88447274,p,o,o,o,4.109858458,,e,s,s,o,p
f,e,5.568325583,f,s,p,f,b,n,c,p,s,v,o,10.88792889,e,w,w,p,14.32407224,,t,k,s,w,p
f,g,1.400035709,k,s,e,f,p,b,w,g,n,s,t,4.903170972,p,w,w,w,25.17483796,,e,s,s,w,p
f,e,6.233761642,k,s,p,f,b,n,c,l,s,v,o,13.68091396,e,w,p,p,10.47858526,,t,s,s,w,p
f,e,3.094933954,k,s,p,f,b,n,c,l,y,v,o,4.346381748,e,w,p,w,23.89249721,,t,s,k,w,p
f,n,4.078026219,f,s,e,a,n,b,c,l,n,v,o,2.722803204,p,o,o,o,3.54723969,,e,s,s,o,p
f,n,3.589692514,k,s,p,f,b,n,c,l,s,v,o,10.60768248,e,w,p,p,11.29209518,,t,s,k,w,p
f,g,5.737527666,x,f,e,f,p,b,w,g,n,s,t,8.826890903,p,w,w,w,7.126436434,,e,s,k,w,p
f,n,7.750687127,k,s,e,a,n,b,c,l,n,v,o,11.83269659,p,o,o,o,21.83487063,,e,s,s,o,p
f,e,11.84111058,f,s,p,f,b,n,c,p,s,v,o,13.74494431,e,w,p,p,18.50493114,,t,s,s,w,p
f,n,2.821216188,k,s,p,f,b,n,c,d,s,v,o,2.911430022,e,w,w,w,11.14479163,,t,s,s,w,p
t,n,4.285101298,f,y,e,f,w,b,c,p,n,y,t,1.960975177,p,w,w,w,17.8648224,b,e,s,s,w,p
f,g,9.409498089,x,f,e,f,g,b,w,g,n,n,t,6.648362154,p,w,w,w,5.247970995,,e,s,k,w,p
f,w,5.781704668,k,s,e,f,w,b,w,g,n,n,t,9.453790144,p,w,w,w,16.99253115,,e,k,s,w,p
f,n,9.740129334,b,s,e,a,n,b,c,l,n,c,o,13.48445712,p,b,o,o,16.29342108,,e,s,s,n,p
f,e,2.399979844,k,y,p,f,b,n,c,p,s,v,o,14.78245925,e,w,w,w,19.50845631,,t,k,k,w,p
f,e,11.92074533,k,y,p,f,b,n,c,l,y,v,o,5.262678403,e,w,w,w,6.720740556,,t,s,s,w,p
f,n,11.98664022,k,y,e,f,w,b,c,p,n,y,t,12.7595445,p,w,n,n,2.863045146,b,e,y,y,w,p
f,g,6.389129988,x,f,e,f,p,b,w,g,n,s,t,6.311069583,p,w,w,w,22.20901137,,e,k,k,w,p
f,n,5.951874621,k,s,p,f,b,n,c,p,f,v,o,13.85337013,e,w,w,w,10.1760447,,t,k,k,w,p
f,e,6.312702756,k,y,p,f,b,n,c,l,f,v,o,3.422646626,e,w,p,p,5.01160744,,t,s,k,w,p
f,n,8.667126651,k,y,p,f,b,n,c,d,f,v,o,12.07228204,e,w,w,w,23.2276444,,t,s,k,w,p
f,n,2.464833693,f,y,p,f,b,n,c,l,f,v,o,4.795040131,e,w,w,p,13.80889023,,t,s,k,w,p
f,n,5.425474754,f,s,e,a,y,b,c,l,n,v,o,9.721760509,p,b,o,o,15.8099744,,e,s,s,n,p
f,e,11.23589363,f,y,p,f,b,n,c,d,f,v,o,7.710743914,e,w,w,p,5.207805776,,t,s,s,w,p
f,n,12.56247413,k,s,p,f,b,n,c,p,s,v,o,9.38122471,e,w,p,p,18.43545581,,t,s,k,w,p
f,n,3.031337214,k,s,p,f,b,n,c,l,f,v,o,13.51905246,e,w,w,p,10.68060624,,t,s,k,w,p
f,n,12.71248854,b,s,e,a,n,b,c,l,n,c,o,14.39260421,p,y,o,o,16.34963537,,e,s,s,o,p
f,g,3.411000403,x,f,e,f,g,b,w,g,n,n,t,6.83357295,p,w,w,w,23.5989417,,e,k,s,w,p
f,n,3.029979675,k,s,p,f,b,n,c,p,s,v,o,2.080094309,e,w,w,w,2.980098701,,t,s,k,w,p
f,n,3.304085124,k,y,p,f,b,n,c,p,f,v,o,1.754317521,e,w,w,w,8.72933278,,t,s,s,w,p
f,g,10.12873743,x,s,e,f,w,b,w,g,n,s,t,2.040281866,p,w,w,w,9.909874685,,e,s,s,w,p
f,n,3.579866985,k,y,p,f,b,n,c,d,s,v,o,10.89479305,e,w,w,w,25.02463151,,t,k,k,w,p
f,e,12.31996596,k,s,p,f,b,n,c,d,s,v,o,14.33375643,e,w,w,p,20.55057082,,t,k,s,w,p
f,e,11.97889853,k,y,p,f,b,n,c,l,y,v,o,14.12472792,e,w,w,p,18.83861612,,t,s,k,w,p
f,n,1.420354788,b,s,e,a,o,b,c,l,n,c,o,6.680508676,p,o,o,o,19.68491066,,e,s,s,n,p
f,g,10.79830475,b,s,e,f,g,b,w,g,n,s,t,5.742112951,p,w,w,w,4.776591605,,e,s,k,w,p
f,e,3.798619265,x,y,p,a,w,b,c,d,m,c,n,4.433917425,n,w,c,c,16.68725497,c,e,k,y,w,p
f,n,4.716741138,k,s,p,f,b,n,c,p,f,v,o,9.075027601,e,w,p,p,10.65776196,,t,k,s,w,p
f,e,3.35263104,k,y,p,f,b,n,c,d,f,v,o,7.909760927,e,w,p,p,13.01845942,,t,k,s,w,p
f,e,5.406094424,k,y,p,f,b,n,c,d,y,v,o,5.922341901,e,w,w,p,7.429500193,,t,s,k,w,p
f,n,5.488929477,k,s,p,f,b,n,c,d,f,v,o,3.33174861,e,w,w,p,19.08989148,,t,k,k,w,p
f,e,10.45328677,k,y,p,f,b,n,c,l,s,v,o,5.262704369,e,w,p,p,16.71218964,,t,k,s,w,p
f,e,1.380189396,k,s,p,f,b,n,c,d,s,v,o,12.80419883,e,w,p,w,17.73465518,,t,s,s,w,p
f,e,5.07790389,x,s,p,f,b,n,c,p,y,v,o,8.143065158,e,w,p,w,15.50495663,,t,k,s,w,p
f,e,4.001527082,k,s,p,f,b,n,c,d,s,v,o,6.750161462,e,w,w,p,25.18885672,,t,s,s,w,p
f,n,5.399383845,k,s,p,f,b,n,c,d,y,v,o,13.31848263,e,w,p,w,13.43966681,,t,s,s,w,p
f,g,4.753951112,b,f,e,f,w,b,w,g,n,s,t,8.465435866,p,w,w,w,4.353270792,,e,k,k,w,p
f,n,11.50674809,k,y,p,a,y,b,c,d,m,c,n,9.058955042,n,w,c,c,21.42655624,c,e,k,y,w,p
t,n,4.736609088,f,s,e,f,w,b,c,p,n,v,t,1.527968664,p,w,w,w,7.64588202,b,e,s,s,w,p
f,n,12.6727615,k,s,p,f,b,n,c,p,y,v,o,14.41287424,e,w,p,p,13.61417812,,t,k,k,w,p
f,y,4.227675494,f,y,p,f,y,n,w,l,n,c,o,3.288523383,e,w,y,y,5.838253646,c,e,y,y,y,p
f,n,4.38001324,k,s,p,f,b,n,c,l,s,v,o,12.87612809,e,w,w,w,23.77253491,,t,k,s,w,p
f,e,10.02166679,f,y,p,a,y,b,c,d,m,c,n,8.525713191,n,w,c,c,10.73777056,c,e,k,y,w,p
f,g,7.869069604,x,f,e,f,p,b,w,g,n,n,t,5.241376858,p,w,w,w,18.42760681,,e,s,s,w,p
f,n,7.975188082,k,y,p,f,b,n,c,d,y,v,o,6.466436823,e,w,p,w,4.472327752,,t,s,k,w,p
f,n,10.7014629,k,s,p,f,b,n,c,l,s,v,o,4.868812638,e,w,w,p,20.69879003,,t,k,s,w,p
f,n,2.491077632,f,y,p,f,b,n,c,d,y,v,o,12.06472131,e,w,p,p,8.038171187,,t,s,s,w,p
f,n,6.691359574,f,s,e,a,n,b,c,l,n,c,o,14.54334655,p,y,o,o,18.97610579,,e,s,s,o,p
f,n,1.770601062,k,y,p,f,b,n,c,d,s,v,o,6.915542894,e,w,p,p,14.46068126,,t,s,s,w,p
f,n,3.74313727,f,y,p,f,b,n,c,d,f,v,o,12.76310056,e,w,p,w,20.79056713,,t,k,k,w,p
f,n,6.927869326,k,s,p,f,b,n,c,p,s,v,o,10.40421126,e,w,w,w,18.59896773,,t,k,k,w,p
f,e,12.30873365,f,y,p,f,b,n,c,l,s,v,o,6.213176476,e,w,p,w,6.435092497,,t,s,k,w,p
f,n,2.304002405,k,s,p,f,b,n,c,p,s,v,o,9.181429183,e,w,w,p,15.5835849,,t,k,k,w,p
f,e,11.99199288,x,y,p,f,b,n,c,d,s,v,o,2.195116096,e,w,p,p,20.00529183,,t,s,s,w,p
f,n,9.413038463,k,y,p,f,b,n,c,p,y,v,o,4.517263359,e,w,p,p,24.87542447,,t,s,k,w,p
f,w,7.532677205,x,s,e,f,p,b,w,g,n,s,t,5.867002372,p,w,w,w,8.527087435,,e,k,s,w,p
f,g,4.431782006,x,s,e,f,g,b,w,g,n,s,t,12.68118002,p,w,w,w,7.379464284,,e,s,k,w,p
f,w,10.61184857,x,f,e,f,w,b,w,g,n,s,t,2.311268258,p,w,w,w,11.04292027,,e,k,k,w,p
f,n,9.842085958,k,s,p,f,b,n,c,d,s,v,o,12.8731607,e,w,p,w,9.6340306,,t,k,s,w,p
f,e,6.622644867,k,s,p,f,b,n,c,d,f,v,o,5.708510241,e,w,w,p,4.230870239,,t,k,k,w,p
f,e,2.495264838,k,y,p,f,b,n,c,p,y,v,o,6.875444,e,w,p,w,18.1528164,,t,s,k,w,p
f,e,11.90989601,k,s,p,f,b,n,c,d,f,v,o,13.08540311,e,w,p,p,7.26243971,,t,s,s,w,p
f,n,3.262691904,k,s,p,f,b,n,c,p,y,v,o,1.791681577,e,w,p,p,16.94234805,,t,k,s,w,p
f,n,5.749801358,k,y,p,f,b,n,c,l,f,v,o,12.73326391,e,w,w,p,14.46586972,,t,k,k,w,p
f,e,6.907901722,k,y,p,f,b,n,c,p,y,v,o,11.37852923,e,w,w,w,19.00963904,,t,s,s,w,p
f,n,4.421545965,k,s,p,f,b,n,c,d,y,v,o,14.21475346,e,w,w,w,9.639091234,,t,s,k,w,p
f,e,10.64146453,k,s,p,f,b,n,c,d,s,v,o,3.481638465,e,w,w,w,19.48168392,,t,s,k,w,p
f,n,11.38085296,f,s,e,a,o,b,c,l,n,c,o,12.14582296,p,o,o,o,5.958299078,,e,s,s,n,p
f,n,4.347887727,f,s,p,f,b,n,c,d,s,v,o,8.877544598,e,w,w,w,13.69539551,,t,s,s,w,p
f,n,10.70799959,k,s,p,f,b,n,c,l,s,v,o,8.052627453,e,w,p,w,18.50089521,,t,k,k,w,p
f,g,12.49161502,x,s,e,f,g,b,w,g,n,n,t,2.028929106,p,w,w,w,6.795614945,,e,k,s,w,p
f,w,5.488352853,x,f,e,f,p,b,w,g,n,n,t,10.10354115,p,w,w,w,13.95325474,,e,s,s,w,p
f,n,8.481730566,k,y,p,f,b,n,c,d,s,v,o,9.461435615,e,w,w,p,12.99912603,,t,s,s,w,p
f,n,9.839750289,x,s,e,a,n,b,c,l,n,c,o,10.46036259,p,o,o,o,4.136332713,,e,s,s,n,p
f,n,2.946318564,k,y,p,f,b,n,c,l,s,v,o,14.51415704,e,w,w,p,25.17360596,,t,k,k,w,p
f,n,8.633239004,k,y,p,f,b,n,c,l,s,v,o,10.89462428,e,w,p,w,4.152211071,,t,s,s,w,p
f,n,5.054112631,k,y,p,f,b,n,c,p,s,v,o,12.09525956,e,w,w,p,3.031075321,,t,s,s,w,p
f,e,6.368398169,k,y,p,f,b,n,c,l,s,v,o,3.83260518,e,w,p,w,18.95351476,,t,k,s,w,p
f,n,1.31354413,k,s,p,f,b,n,c,l,f,v,o,1.811933406,e,w,p,p,4.40898313,,t,k,k,w,p
f,n,3.84605508,b,s,e,a,y,b,c,l,n,c,o,8.700509293,p,b,o,o,6.86365434,,e,s,s,n,p
f,n,12.44990387,f,s,e,a,o,b,c,l,n,c,o,3.037397644,p,n,o,o,21.57979965,,e,s,s,o,p
f,w,2.142408344,b,s,e,f,g,b,w,g,n,s,t,8.296760265,p,w,w,w,23.93903932,,e,k,k,w,p
f,n,12.54485771,k,s,p,f,b,n,c,l,y,v,o,7.875270887,e,w,p,w,10.06131193,,t,k,k,w,p
f,n,6.400708385,x,s,e,a,n,b,c,l,n,c,o,13.94080402,p,n,o,o,19.31442997,,e,s,s,n,p
f,n,6.480499117,k,y,p,f,b,n,c,d,s,v,o,2.043584574,e,w,p,w,9.573624252,,t,k,s,w,p
f,g,3.192459582,b,f,e,f,g,b,w,g,n,s,t,10.21382313,p,w,w,w,14.17608276,,e,k,k,w,p
f,g,11.54372037,b,s,e,f,p,b,w,g,n,n,t,10.3381823,p,w,w,w,15.96314991,,e,k,s,w,p
f,n,12.26898708,x,s,p,f,b,n,c,d,s,v,o,7.948658081,e,w,w,p,7.118369244,,t,k,k,w,p
f,n,10.19379037,x,s,e,a,n,b,c,l,n,c,o,2.244490989,p,b,o,o,6.843149018,,e,s,s,o,p
f,w,12.54194882,x,s,e,f,p,b,w,g,n,n,t,5.864286706,p,w,w,w,15.57706588,,e,s,k,w,p
f,n,5.596678776,x,s,e,f,w,b,c,p,n,y,t,5.488814495,p,w,n,n,13.76708869,b,e,y,y,w,p
f,g,10.63334536,k,s,e,f,g,b,w,g,n,s,t,1.637925749,p,w,w,w,9.422398877,,e,s,k,w,p
f,w,7.180378603,x,s,e,f,g,b,w,g,n,n,t,9.809983208,p,w,w,w,22.11302275,,e,k,k,w,p
f,c,7.954117764,f,y,p,f,y,b,c,d,m,c,n,3.541555627,n,w,c,c,2.838680878,c,e,k,y,w,p
f,n,8.937668703,x,s,e,a,y,b,c,l,n,c,o,10.63780534,p,y,o,o,6.150675576,,e,s,s,o,p
f,e,2.958756403,k,s,p,f,b,n,c,l,y,v,o,10.32148316,e,w,p,p,22.15499408,,t,s,k,w,p
f,e,12.51358389,k,y,p,f,b,n,c,l,s,v,o,13.34337803,e,w,p,w,21.00598671,,t,s,k,w,p
f,w,12.62324797,x,s,e,f,p,b,w,g,n,n,t,5.121164059,p,w,w,w,4.647445336,,e,k,s,w,p
f,w,11.4998198,k,f,e,f,g,b,w,g,n,s,t,7.778224844,p,w,w,w,5.491233025,,e,k,k,w,p
f,g,11.88590244,b,f,e,f,p,b,w,g,n,s,t,6.557151788,p,w,w,w,6.137829523,,e,k,s,w,p
f,n,12.29838615,k,s,e,a,n,b,c,l,n,v,o,3.403408859,p,b,o,o,25.02657773,,e,s,s,o,p
f,n,6.694407593,k,y,p,f,b,n,c,p,f,v,o,12.65215179,e,w,p,p,14.30206527,,t,s,s,w,p
f,e,5.106836421,f,y,p,f,b,n,c,p,s,v,o,1.501483197,e,w,p,p,7.319975166,,t,k,k,w,p
f,e,3.122292516,k,s,p,f,b,n,c,l,s,v,o,1.530172316,e,w,p,p,25.04207349,,t,s,k,w,p
f,n,8.81439073,k,s,e,a,y,b,c,l,n,v,o,11.46325922,p,n,o,o,6.512329945,,e,s,s,n,p
t,p,5.342420941,f,s,e,f,w,b,c,p,n,v,t,12.67434214,p,w,w,w,18.15263677,b,e,s,s,w,p
f,n,4.062039646,k,y,p,f,b,n,c,p,f,v,o,11.15735209,e,w,w,w,10.95893148,,t,k,k,w,p
f,w,8.67534532,b,s,e,f,g,b,w,g,n,s,t,6.766250819,p,w,w,w,20.28402066,,e,k,s,w,p
f,e,2.213863004,k,s,p,f,b,n,c,p,y,v,o,5.615853938,e,w,w,p,19.33801125,,t,s,s,w,p
f,w,2.78324035,k,s,e,f,p,b,w,g,n,s,t,13.76120643,p,w,w,w,8.417153804,,e,k,k,w,p
f,n,5.65539212,k,y,p,f,b,n,c,l,s,v,o,10.35433989,e,w,p,p,17.46904268,,t,s,k,w,p
f,n,2.75320907,k,s,p,f,b,n,c,l,s,v,o,8.212262361,e,w,p,w,11.0910604,,t,s,s,w,p
f,n,2.69864379,f,s,e,a,y,b,c,l,n,c,o,5.479780656,p,b,o,o,22.94450284,,e,s,s,o,p
f,n,5.960623907,k,s,p,f,b,n,c,l,y,v,o,7.386227712,e,w,w,p,3.528292049,,t,k,k,w,p
f,e,10.50852684,k,y,p,f,b,n,c,d,f,v,o,4.772545224,e,w,p,p,9.857046392,,t,k,k,w,p
f,n,4.855303674,x,s,e,a,n,b,c,l,n,v,o,2.788764676,p,y,o,o,19.57050127,,e,s,s,n,p
f,w,3.512649205,x,f,e,f,g,b,w,g,n,n,t,4.264093694,p,w,w,w,16.63461312,,e,k,k,w,p
f,g,8.112284314,x,f,e,f,w,b,w,g,n,n,t,9.621115907,p,w,w,w,20.29153485,,e,k,s,w,p
f,n,3.159842602,x,s,e,a,n,b,c,l,n,v,o,2.587778108,p,b,o,o,3.300519597,,e,s,s,n,p
f,n,1.407629226,k,s,p,f,b,n,c,p,y,v,o,2.465218982,e,w,p,p,10.29196374,,t,s,s,w,p
f,e,9.477912862,k,y,p,f,b,n,c,p,y,v,o,3.785102178,e,w,w,w,17.0277021,,t,k,k,w,p
f,w,6.924365265,x,s,e,f,g,b,w,g,n,s,t,2.191337898,p,w,w,w,14.72795243,,e,s,s,w,p
f,e,8.699588891,k,y,p,f,b,n,c,d,y,v,o,4.21661053,e,w,p,p,16.16009275,,t,k,s,w,p
f,g,10.76737729,x,f,e,f,w,b,w,g,n,s,t,11.65233821,p,w,w,w,8.267557075,,e,s,s,w,p
f,n,9.527593495,k,s,p,f,b,n,c,l,s,v,o,10.32948181,e,w,p,p,11.57619138,,t,k,k,w,p
f,n,12.88632731,f,y,p,f,b,n,c,d,f,v,o,13.91716788,e,w,w,w,25.04747304,,t,s,k,w,p
f,e,10.01689558,k,s,p,f,b,n,c,d,s,v,o,2.018321645,e,w,w,w,17.6299861,,t,k,s,w,p
f,n,12.45318047,k,s,e,f,w,b,c,p,n,y,t,14.15248987,p,w,n,n,24.72288304,b,e,y,y,w,p
f,e,3.864289491,k,s,p,f,b,n,c,l,y,v,o,8.328162342,e,w,w,w,16.65949928,,t,k,s,w,p
f,n,11.05314658,k,s,p,f,b,n,c,p,y,v,o,3.961118053,e,w,w,w,22.85033085,,t,k,s,w,p
f,g,1.357364007,b,s,e,f,g,b,w,g,n,s,t,3.951683295,p,w,w,w,7.328648563,,e,s,s,w,p
f,n,4.764000882,k,y,p,f,b,n,c,l,s,v,o,5.336459708,e,w,p,w,22.93506995,,t,k,k,w,p
f,n,3.558102028,k,s,p,f,b,n,c,p,f,v,o,9.586618444,e,w,w,w,13.61610435,,t,k,s,w,p
f,g,5.908055341,k,f,e,f,w,b,w,g,n,n,t,3.043114321,p,w,w,w,2.828394813,,e,k,s,w,p
f,n,5.334541341,k,y,p,f,b,n,c,l,f,v,o,11.46236353,e,w,p,p,16.90585029,,t,s,k,w,p
f,e,11.08905873,k,s,p,f,b,n,c,l,y,v,o,13.77313985,e,w,w,p,7.975748592,,t,s,k,w,p
f,n,12.56328826,k,y,p,f,b,n,c,p,s,v,o,7.967139699,e,w,p,p,6.139205955,,t,k,s,w,p
f,e,11.04979382,k,s,p,f,b,n,c,d,y,v,o,10.4013593,e,w,p,p,6.812408336,,t,s,s,w,p
f,w,1.595564869,k,f,e,f,g,b,w,g,n,n,t,14.79564152,p,w,w,w,21.34477873,,e,s,k,w,p
f,e,5.742668063,k,y,p,f,b,n,c,d,y,v,o,5.967626575,e,w,p,w,23.90754743,,t,k,s,w,p
f,e,1.776716766,k,y,p,f,b,n,c,d,s,v,o,11.6378243,e,w,p,w,16.16316444,,t,k,k,w,p
f,w,9.68286379,b,f,e,f,g,b,w,g,n,s,t,8.191041568,p,w,w,w,18.17948218,,e,k,s,w,p
f,g,4.574010019,x,s,e,f,g,b,w,g,n,n,t,10.96204795,p,w,w,w,23.26211953,,e,s,s,w,p
f,g,6.696722231,b,s,e,f,w,b,w,g,n,s,t,11.65505456,p,w,w,w,5.382823185,,e,k,s,w,p
f,e,2.464173069,k,y,p,f,b,n,c,p,s,v,o,11.28178695,e,w,p,p,6.324211855,,t,s,k,w,p
f,n,4.628580762,k,s,p,f,b,n,c,p,y,v,o,8.789271249,e,w,w,w,15.46859279,,t,s,k,w,p
f,e,7.86644158,k,y,p,f,b,n,c,d,y,v,o,9.451680949,e,w,w,w,19.02311906,,t,k,k,w,p
f,w,3.792723446,b,s,e,f,w,b,w,g,n,s,t,13.56904129,p,w,w,w,24.29826374,,e,s,k,w,p
f,e,1.800403638,f,s,p,f,b,n,c,d,f,v,o,3.68345242,e,w,p,w,18.27284946,,t,s,s,w,p
f,n,10.65060129,k,s,p,f,b,n,c,d,s,v,o,2.699295549,e,w,w,p,23.62380754,,t,k,k,w,p
f,w,5.922758979,k,s,e,f,p,b,w,g,n,s,t,11.08564089,p,w,w,w,5.740571257,,e,s,k,w,p
f,e,10.19656969,k,y,p,f,b,n,c,d,y,v,o,12.83973776,e,w,p,p,14.13686212,,t,s,k,w,p
f,e,8.325994689,k,s,p,f,b,n,c,l,f,v,o,4.252514084,e,w,w,w,9.901529921,,t,k,s,w,p
f,n,7.85734163,k,s,p,f,b,n,c,d,s,v,o,11.1525609,e,w,p,p,16.77191069,,t,s,k,w,p
t,n,6.348804906,x,s,e,f,w,b,c,p,n,v,t,4.936373689,p,w,w,w,23.56056285,b,e,s,s,w,p
f,n,2.475483011,k,s,p,f,b,n,c,p,f,v,o,14.06095147,e,w,w,p,16.58085475,,t,k,k,w,p
f,e,5.352086416,k,y,p,f,b,n,c,p,f,v,o,12.14088049,e,w,p,p,3.266194828,,t,k,k,w,p
f,y,3.639005119,b,y,p,f,w,n,w,l,n,c,o,1.552912546,e,w,y,y,23.64144822,c,e,y,y,y,p
f,e,10.40153215,k,y,p,f,b,n,c,l,f,v,o,3.390040013,e,w,w,p,17.95201704,,t,k,k,w,p
t,n,10.03579353,x,s,e,f,w,b,c,p,n,y,t,3.479784148,p,w,w,w,13.50987034,b,e,s,s,w,p
f,e,5.259811885,k,s,p,f,b,n,c,p,f,v,o,14.50654389,e,w,p,p,15.33600349,,t,s,s,w,p
f,g,11.80194966,k,f,e,f,p,b,w,g,n,s,t,1.859178893,p,w,w,w,5.513410026,,e,k,k,w,p
f,e,8.936398502,k,s,p,f,b,n,c,d,s,v,o,4.371206042,e,w,p,p,21.31917276,,t,s,s,w,p
f,e,8.21677609,k,s,p,f,b,n,c,d,f,v,o,10.19831074,e,w,p,w,15.10522983,,t,k,k,w,p
f,n,4.923750119,k,s,p,f,b,n,c,l,y,v,o,7.154435422,e,w,w,p,6.109381388,,t,s,s,w,p
f,n,12.43980167,k,y,p,f,b,n,c,l,y,v,o,2.68398142,e,w,w,p,12.42878661,,t,s,s,w,p
f,g,4.080257697,x,f,e,f,p,b,w,g,n,n,t,5.040765989,p,w,w,w,23.30842037,,e,k,s,w,p
f,w,10.84870444,b,s,e,f,g,b,w,g,n,n,t,5.374202933,p,w,w,w,17.00156888,,e,k,s,w,p
f,e,8.654539682,k,y,p,f,b,n,c,d,s,v,o,5.993385726,e,w,w,p,24.83418871,,t,k,s,w,p
f,n,5.579165814,b,s,e,a,y,b,c,l,n,c,o,2.143399167,p,n,o,o,25.22106907,,e,s,s,o,p
f,e,3.153724791,k,y,p,f,b,n,c,p,y,v,o,1.762960998,e,w,p,p,23.77692142,,t,k,k,w,p
f,e,4.11876064,k,s,p,f,b,n,c,p,y,v,o,9.339556231,e,w,p,p,6.359931806,,t,s,k,w,p
f,g,9.270943907,b,s,e,f,g,b,w,g,n,s,t,7.751373925,p,w,w,w,5.594028984,,e,k,s,w,p
f,e,4.399859108,k,s,p,f,b,n,c,p,y,v,o,7.71442977,e,w,p,w,15.51012166,,t,s,s,w,p
f,n,7.26084443,b,s,e,a,n,b,c,l,n,v,o,5.938939094,p,o,o,o,8.894447397,,e,s,s,n,p
f,n,7.888398916,f,s,p,f,b,n,c,p,y,v,o,6.381647954,e,w,p,p,14.06183636,,t,s,s,w,p
f,e,3.514246899,k,s,p,f,b,n,c,d,y,v,o,4.776976229,e,w,w,w,4.163973775,,t,k,s,w,p
f,n,9.69155514,k,s,p,f,b,n,c,l,y,v,o,14.06248827,e,w,w,w,15.11579444,,t,k,s,w,p
f,n,4.423387069,k,y,p,f,b,n,c,l,y,v,o,7.959758228,e,w,p,p,22.99014911,,t,s,s,w,p
f,g,7.099657753,b,f,e,f,g,b,w,g,n,n,t,14.56576598,p,w,w,w,11.56176471,,e,s,s,w,p
f,w,10.38544151,k,s,e,f,g,b,w,g,n,s,t,12.59459104,p,w,w,w,2.46801529,,e,s,s,w,p
f,n,11.23240826,k,s,p,f,b,n,c,l,y,v,o,4.003505665,e,w,p,w,8.037572203,,t,s,k,w,p
f,n,3.553592368,f,y,p,f,b,n,c,d,f,v,o,7.053070172,e,w,p,p,24.40450205,,t,k,k,w,p
f,w,1.64628195,x,s,e,f,p,b,w,g,n,s,t,8.678977895,p,w,w,w,10.61209874,,e,k,k,w,p
f,n,4.394732906,x,s,e,a,o,b,c,l,n,c,o,14.63568444,p,b,o,o,9.709696476,,e,s,s,o,p
f,n,9.549765969,k,s,p,f,b,n,c,p,s,v,o,11.87754781,e,w,w,w,8.48305203,,t,k,s,w,p
f,n,9.298659293,k,y,p,f,b,n,c,l,s,v,o,9.666242386,e,w,w,w,15.94078272,,t,s,s,w,p
f,n,9.329217121,k,s,e,a,o,b,c,l,n,v,o,6.392036904,p,b,o,o,21.15816196,,e,s,s,o,p
f,w,9.263390393,b,f,e,f,w,b,w,g,n,s,t,12.14078627,p,w,w,w,11.02524992,,e,k,k,w,p
f,w,11.81951493,x,s,e,f,w,b,w,g,n,n,t,8.061221588,p,w,w,w,3.684327631,,e,k,k,w,p
f,e,11.07356653,f,y,p,f,b,n,c,p,y,v,o,10.34586523,e,w,p,w,14.85723971,,t,s,s,w,p
f,e,12.07275039,k,y,p,f,b,n,c,l,f,v,o,9.627500815,e,w,w,p,12.16416798,,t,s,s,w,p
f,e,8.296150377,x,y,p,f,y,b,c,d,m,c,n,13.16482072,n,w,c,c,11.34701513,c,e,k,y,w,p
f,n,10.95586019,f,s,e,a,y,b,c,l,n,c,o,4.437766796,p,y,o,o,7.368195874,,e,s,s,n,p
f,n,7.601892287,k,s,p,f,b,n,c,d,f,v,o,4.216182276,e,w,p,p,22.35850188,,t,s,k,w,p
f,n,5.771186563,x,s,p,f,b,n,c,d,s,v,o,12.20845371,e,w,p,w,4.007964951,,t,k,k,w,p
f,e,5.638326027,k,y,p,f,b,n,c,d,s,v,o,6.727881881,e,w,p,w,22.03363156,,t,s,k,w,p
f,w,11.44212535,b,s,e,f,p,b,w,g,n,s,t,4.821900727,p,w,w,w,11.35077854,,e,s,s,w,p
f,g,1.655275649,b,s,e,f,p,b,w,g,n,s,t,9.408799914,p,w,w,w,19.43352505,,e,k,s,w,p
